,,,שנה קבלת אירוע,Total,2015,2015,2015,2015,2015,2016,2016,2016,2016,2016,2017,2017,2017
מועצה  מקומית או עירייה או מועצה אזורית,נושא ארוע,סוג אירוע,רבעון קבלת אירוע,,Total,Q1,Q2,Q3,Q4,Total,Q1,Q2,Q3,Q4,Total,Q1,Q2
מועצה אזורית חבל מודיעין,תנועה,רכב חונה באיסור,,218,114,27,27,37,23,82,24,21,18,19,22,11,11
מועצה אזורית חבל מודיעין,איכות חיים,Total,,1414,667,71,240,221,135,577,88,212,143,134,170,57,113
מועצה אזורית חבל מודיעין,איכות חיים,גרימת רעש מבית,,1084,510,56,186,165,103,442,72,176,105,89,132,45,87
מועצה אזורית חבל מודיעין,איכות חיים,גרימת רעש מבית תפילה,,$,-,-,-,-,-,-,-,-,-,-,$,-,$
מועצה אזורית חבל מודיעין,איכות חיים,גרימת רעש ממקום ציבורי,,303,143,11,52,51,29,125,14,34,35,42,35,12,23
מועצה אזורית חבל מודיעין,איכות חיים,גרימת רעש מעסק,,26,14,$,$,5,$,10,$,$,$,$,$,-,$
מועצה אזורית חבל מודיעין,סדר ציבורי,Total,,120,51,14,10,18,9,53,12,14,15,12,16,5,11
מועצה אזורית חבל מודיעין,סדר ציבורי,"אדם/חנ""ש/נרקומן משתולל",,120,51,14,10,18,9,53,12,14,15,12,16,5,11
מועצה אזורית חבל מודיעין,אלימות,Total,,158,92,32,22,18,20,54,22,9,11,12,12,8,$
מועצה אזורית חבל מודיעין,אלימות,סכסוך - שכנים,,40,-,-,-,-,-,28,-,5,11,12,12,8,$
מועצה אזורית חבל מודיעין,אלימות,סכסוך שכנים עסקי,,118,92,32,22,18,20,26,22,$,-,-,-,-,-
מועצה אזורית חבל מודיעין,סמים ואלכוהול,Total,,19,6,$,-,$,-,9,$,$,5,$,$,-,$
מועצה אזורית חבל מודיעין,סמים ואלכוהול,שכרות,,19,6,$,-,$,-,9,$,$,5,$,$,-,$
מועצה אזורית חוף אשקלון,Total,,,853,339,41,140,94,64,387,56,127,121,83,127,57,70
מועצה אזורית חוף אשקלון,תנועה,Total,,265,81,18,24,22,17,130,21,41,40,28,54,29,25
מועצה אזורית חוף אשקלון,תנועה,הסגת גבול - חניה פרטית,,$,-,-,-,-,-,$,-,-,$,-,-,-,-
מועצה אזורית חוף אשקלון,תנועה,חסימת מעבר,,205,57,13,17,12,15,101,18,34,28,21,47,24,23
מועצה אזורית חוף אשקלון,תנועה,רכב חונה באיסור,,58,24,5,7,10,$,27,$,7,10,7,7,5,$
מועצה אזורית חוף אשקלון,איכות חיים,Total,,408,172,8,81,50,33,187,24,67,56,40,49,16,33
מועצה אזורית חוף אשקלון,איכות חיים,גרימת רעש מבית,,206,95,5,45,24,21,86,12,21,29,24,25,7,18
מועצה אזורית חוף אשקלון,איכות חיים,גרימת רעש ממקום ציבורי,,191,73,$,35,23,12,95,12,44,24,15,23,8,15
מועצה אזורית חוף אשקלון,איכות חיים,גרימת רעש מעסק,,11,$,-,$,$,-,6,-,$,$,$,$,$,-
מועצה אזורית חוף אשקלון,סדר ציבורי,Total,,105,48,12,17,14,5,39,$,12,12,12,18,11,7
מועצה אזורית חוף אשקלון,סדר ציבורי,"אדם/חנ""ש/נרקומן משתולל",,105,48,12,17,14,5,39,$,12,12,12,18,11,7
מועצה אזורית חוף אשקלון,אלימות,Total,,61,31,$,13,7,8,24,8,5,8,$,6,$,5
מועצה אזורית חוף אשקלון,אלימות,סכסוך - שכנים,,20,-,-,-,-,-,14,-,$,8,$,6,$,5
מועצה אזורית חוף אשקלון,אלימות,סכסוך שכנים עסקי,,41,31,$,13,7,8,10,8,$,-,-,-,-,-
מועצה אזורית חוף אשקלון,סמים ואלכוהול,Total,,14,7,-,5,$,$,7,-,$,5,-,-,-,-
מועצה אזורית חוף אשקלון,סמים ואלכוהול,שכרות,,14,7,-,5,$,$,7,-,$,5,-,-,-,-
מועצה אזורית חוף הכרמל,Total,,,3426,1527,213,501,540,273,1432,206,496,428,302,467,229,238
מועצה אזורית חוף הכרמל,תנועה,Total,,1245,460,76,127,165,92,564,111,183,164,106,221,134,87
מועצה אזורית חוף הכרמל,תנועה,הסגת גבול - חניה פרטית,,43,-,-,-,-,-,27,-,6,12,9,16,11,5
מועצה אזורית חוף הכרמל,תנועה,חסימת מעבר,,855,315,45,84,121,65,388,70,127,116,75,152,94,58
מועצה אזורית חוף הכרמל,תנועה,רכב חונה באיסור,,347,145,31,43,44,27,149,41,50,36,22,53,29,24
מועצה אזורית חוף הכרמל,איכות חיים,Total,,1708,836,95,306,297,138,697,67,259,214,157,175,52,123
מועצה אזורית חוף הכרמל,איכות חיים,גרימת רעש מבית,,832,423,73,156,123,71,323,38,116,96,73,86,26,60
מועצה אזורית חוף הכרמל,איכות חיים,גרימת רעש מבית תפילה,,$,-,-,-,-,-,-,-,-,-,-,$,$,$
מועצה אזורית חוף הכרמל,איכות חיים,גרימת רעש ממקום ציבורי,,776,360,21,128,150,61,335,20,134,103,78,81,23,58
מועצה אזורית חוף הכרמל,איכות חיים,גרימת רעש מעסק,,97,53,$,22,24,6,39,9,9,15,6,5,$,$
מועצה אזורית חוף הכרמל,סדר ציבורי,Total,,258,115,20,31,40,24,102,14,34,33,21,41,21,20
מועצה אזורית חוף הכרמל,סדר ציבורי,"אדם/חנ""ש/נרקומן משתולל",,258,115,20,31,40,24,102,14,34,33,21,41,21,20
מועצה אזורית חוף הכרמל,אלימות,Total,,154,90,18,32,27,13,44,11,9,10,14,20,16,$
מועצה אזורית חוף הכרמל,אלימות,סכסוך - שכנים,,51,-,-,-,-,-,31,-,7,10,14,20,16,$
מועצה אזורית חוף הכרמל,אלימות,סכסוך שכנים עסקי,,103,90,18,32,27,13,13,11,$,-,-,-,-,-
מועצה אזורית חוף הכרמל,סמים ואלכוהול,Total,,61,26,$,5,11,6,25,$,11,7,$,10,6,$
מועצה אזורית חוף הכרמל,סמים ואלכוהול,שכרות,,61,26,$,5,11,6,25,$,11,7,$,10,6,$
מועצה אזורית חוף השרון,Total,,,1447,581,98,165,163,155,643,125,166,187,165,223,142,81
מועצה אזורית חוף השרון,תנועה,Total,,874,293,65,72,79,77,435,74,108,125,128,146,96,50
מועצה אזורית חוף השרון,תנועה,הסגת גבול - חניה פרטית,,89,-,-,-,-,-,55,-,13,13,29,34,25,9
מועצה אזורית חוף השרון,תנועה,חסימת מעבר,,546,205,41,55,57,52,255,46,66,81,62,86,56,30
מועצה אזורית חוף השרון,תנועה,רכב חונה באיסור,,239,88,24,17,22,25,125,28,29,31,37,26,15,11
מועצה אזורית חוף השרון,איכות חיים,Total,,400,193,16,66,57,54,154,25,48,50,31,53,33,20
מועצה אזורית חוף השרון,איכות חיים,גרימת רעש מבית,,185,83,$,30,25,25,76,10,21,33,12,26,17,9
מועצה אזורית חוף השרון,איכות חיים,גרימת רעש ממקום ציבורי,,163,79,10,25,27,17,62,12,23,13,14,22,11,11
מועצה אזורית חוף השרון,איכות חיים,גרימת רעש מעסק,,52,31,$,11,5,12,16,$,$,$,5,5,5,-
מועצה אזורית חוף השרון,סדר ציבורי,Total,,98,49,12,12,12,13,34,15,5,9,5,15,7,8
מועצה אזורית חוף השרון,סדר ציבורי,"אדם/חנ""ש/נרקומן משתולל",,98,49,12,12,12,13,34,15,5,9,5,15,7,8
מועצה אזורית חוף השרון,אלימות,Total,,53,37,5,11,11,10,11,7,-,$,$,5,$,$
מועצה אזורית חוף השרון,אלימות,סכסוך - שכנים,,9,-,-,-,-,-,$,-,-,$,$,5,$,$
מועצה אזורית חוף השרון,אלימות,סכסוך שכנים עסקי,,44,37,5,11,11,10,7,7,-,-,-,-,-,-
מועצה אזורית חוף השרון,סמים ואלכוהול,Total,,22,9,-,$,$,$,9,$,5,-,-,$,$,$
מועצה אזורית חוף השרון,סמים ואלכוהול,שכרות,,22,9,-,$,$,$,9,$,5,-,-,$,$,$
מועצה אזורית יואב,Total,,,320,126,21,38,35,32,146,23,27,59,37,48,31,17
מועצה אזורית יואב,תנועה,Total,,128,54,11,15,16,12,50,9,10,18,13,24,19,5
מועצה אזורית יואב,תנועה,חסימת מעבר,,75,33,6,10,10,7,28,7,6,8,7,14,10,$
מועצה אזורית יואב,תנועה,רכב חונה באיסור,,53,21,5,5,6,5,22,$,$,10,6,10,9,$
מועצה אזורית יואב,איכות חיים,Total,,162,58,6,21,17,14,83,11,16,36,20,21,10,11
מועצה אזורית יואב,איכות חיים,גרימת רעש מבית,,74,26,$,11,10,$,37,$,$,24,6,11,5,6
מועצה אזורית יואב,איכות חיים,גרימת רעש ממקום ציבורי,,57,19,$,6,6,5,31,6,5,8,12,7,$,5
מועצה אזורית יואב,איכות חיים,גרימת רעש מעסק,,31,13,-,$,$,8,15,$,8,$,$,$,$,-
מועצה אזורית יואב,סדר ציבורי,Total,,15,7,$,$,$,$,6,$,-,$,$,$,$,$
מועצה אזורית יואב,סדר ציבורי,"אדם/חנ""ש/נרקומן משתולל",,15,7,$,$,$,$,6,$,-,$,$,$,$,$
מועצה אזורית יואב,אלימות,Total,,12,6,$,$,-,$,6,$,$,$,-,-,-,-
מועצה אזורית יואב,אלימות,סכסוך - שכנים,,5,-,-,-,-,-,5,-,$,$,-,-,-,-
מועצה אזורית יואב,אלימות,סכסוך שכנים עסקי,,7,6,$,$,-,$,$,$,-,-,-,-,-,-
מועצה אזורית יואב,סמים ואלכוהול,Total,,$,$,-,-,-,$,$,$,-,-,-,$,$,-
מועצה אזורית יואב,סמים ואלכוהול,שכרות,,$,$,-,-,-,$,$,$,-,-,-,$,$,-
מועצה אזורית לב השרון,Total,,,1793,760,134,248,221,157,729,125,224,184,196,304,160,144
מועצה אזורית לב השרון,תנועה,Total,,453,125,22,28,42,33,230,52,56,67,55,98,75,23
מועצה אזורית לב השרון,תנועה,הסגת גבול - חניה פרטית,,26,-,-,-,-,-,18,-,$,7,8,8,7,$
מועצה אזורית לב השרון,תנועה,חסימת מעבר,,280,85,14,16,28,27,130,41,30,31,28,65,48,17
מועצה אזורית לב השרון,תנועה,רכב חונה באיסור,,147,40,8,12,14,6,82,11,23,29,19,25,20,5
מועצה אזורית לב השרון,איכות חיים,Total,,1054,476,81,192,115,88,401,49,133,95,124,177,71,106
מועצה אזורית לב השרון,איכות חיים,גרימת רעש מבית,,788,374,62,153,91,68,276,34,89,71,82,138,52,86
מועצה אזורית לב השרון,איכות חיים,גרימת רעש מבית תפילה,,9,-,-,-,-,-,-,-,-,-,-,9,8,$
מועצה אזורית לב השרון,איכות חיים,גרימת רעש ממקום ציבורי,,224,92,16,33,24,19,104,8,35,22,39,28,11,17
מועצה אזורית לב השרון,איכות חיים,גרימת רעש מעסק,,33,10,$,6,-,$,21,7,9,$,$,$,-,$
מועצה אזורית לב השרון,סדר ציבורי,Total,,105,55,11,10,21,13,43,6,14,11,12,7,$,$
מועצה אזורית לב השרון,סדר ציבורי,"אדם/חנ""ש/נרקומן משתולל",,105,55,11,10,21,13,43,6,14,11,12,7,$,$
מועצה אזורית לב השרון,אלימות,Total,,148,90,17,17,36,20,43,15,15,10,$,15,9,6
מועצה אזורית לב השרון,אלימות,סכסוך - שכנים,,42,-,-,-,-,-,27,-,14,10,$,15,9,6
מועצה אזורית לב השרון,אלימות,סכסוך שכנים עסקי,,106,90,17,17,36,20,16,15,$,-,-,-,-,-
מועצה אזורית לב השרון,סמים ואלכוהול,Total,,33,14,$,$,7,$,12,$,6,$,$,7,$,6
מועצה אזורית לב השרון,סמים ואלכוהול,שכרות,,33,14,$,$,7,$,12,$,6,$,$,7,$,6
מועצה אזורית לכיש,Total,,,502,216,41,57,58,60,215,31,60,63,61,71,38,33
מועצה אזורית לכיש,תנועה,Total,,89,39,7,9,9,14,33,8,13,6,6,17,11,6
מועצה אזורית לכיש,תנועה,חסימת מעבר,,57,22,$,5,5,10,23,6,10,$,5,12,6,6
מועצה אזורית לכיש,תנועה,רכב חונה באיסור,,32,17,5,$,$,$,10,$,$,$,$,5,5,-
מועצה אזורית לכיש,איכות חיים,Total,,289,113,15,33,35,30,142,11,38,45,48,34,17,17
מועצה אזורית לכיש,איכות חיים,גרימת רעש מבית,,208,82,11,23,29,19,102,9,27,35,31,24,12,12
מועצה אזורית לכיש,איכות חיים,גרימת רעש ממקום ציבורי,,73,28,$,10,6,9,36,$,11,7,16,9,$,5
מועצה אזורית לכיש,איכות חיים,גרימת רעש מעסק,,8,$,$,-,-,$,$,-,-,$,$,$,$,-
מועצה אזורית לכיש,סדר ציבורי,Total,,55,24,10,$,7,$,20,7,$,8,$,11,8,$
מועצה אזורית לכיש,סדר ציבורי,"אדם/חנ""ש/נרקומן משתולל",,55,24,10,$,7,$,20,7,$,8,$,11,8,$
מועצה אזורית לכיש,אלימות,Total,,65,38,8,11,7,12,20,5,5,$,6,7,$,6
מועצה אזורית לכיש,אלימות,סכסוך - שכנים,,20,-,-,-,-,-,13,-,$,$,6,7,$,6
מועצה אזורית לכיש,אלימות,סכסוך שכנים עסקי,,45,38,8,11,7,12,7,5,$,-,-,-,-,-
מועצה אזורית לכיש,סמים ואלכוהול,Total,,$,$,$,-,-,$,-,-,-,-,-,$,$,$
מועצה אזורית לכיש,סמים ואלכוהול,שכרות,,$,$,$,-,-,$,-,-,-,-,-,$,$,$
מועצה אזורית מבואות החרמון,Total,,,416,159,10,49,79,21,201,18,73,77,33,56,18,38
מועצה אזורית מבואות החרמון,תנועה,Total,,102,30,$,5,16,8,57,5,19,27,6,15,6,9
מועצה אזורית מבואות החרמון,תנועה,הסגת גבול - חניה פרטית,,7,-,-,-,-,-,7,-,$,$,$,-,-,-
מועצה אזורית מבואות החרמון,תנועה,חסימת מעבר,,59,19,$,$,8,7,32,$,11,15,$,8,$,$
מועצה אזורית מבואות החרמון,תנועה,רכב חונה באיסור,,36,11,-,$,8,$,18,$,6,8,$,7,$,5
מועצה אזורית מבואות החרמון,איכות חיים,Total,,245,101,8,34,51,8,117,9,47,42,19,27,5,22
מועצה אזורית מבואות החרמון,איכות חיים,גרימת רעש מבית,,64,30,$,14,11,$,28,$,11,8,7,6,-,6
מועצה אזורית מבואות החרמון,איכות חיים,גרימת רעש ממקום ציבורי,,154,64,7,17,37,$,73,$,32,26,11,17,$,14
מועצה אזורית מבואות החרמון,איכות חיים,גרימת רעש מעסק,,27,7,-,$,$,$,16,$,$,8,$,$,$,$
מועצה אזורית מבואות החרמון,סדר ציבורי,Total,,28,11,-,5,5,$,11,-,$,$,$,6,$,$
מועצה אזורית מבואות החרמון,סדר ציבורי,"אדם/חנ""ש/נרקומן משתולל",,28,11,-,5,5,$,11,-,$,$,$,6,$,$
מועצה אזורית מבואות החרמון,אלימות,Total,,31,11,$,$,$,$,15,$,$,$,5,5,$,$
מועצה אזורית מבואות החרמון,אלימות,סכסוך - שכנים,,15,-,-,-,-,-,10,-,$,$,5,5,$,$
מועצה אזורית מבואות החרמון,אלימות,סכסוך שכנים עסקי,,16,11,$,$,$,$,5,$,$,-,-,-,-,-
מועצה אזורית מבואות החרמון,סמים ואלכוהול,Total,,10,6,-,$,$,-,$,-,$,-,-,$,$,$
מועצה אזורית מבואות החרמון,סמים ואלכוהול,שכרות,,10,6,-,$,$,-,$,-,$,-,-,$,$,$
מועצה אזורית מגידו,Total,,,605,233,45,86,57,45,273,44,82,85,62,99,57,42
מועצה אזורית מגידו,תנועה,Total,,356,118,29,38,23,28,165,30,50,49,36,73,47,26
מועצה אזורית מגידו,תנועה,הסגת גבול - חניה פרטית,,25,-,-,-,-,-,20,-,8,7,5,5,$,$
מועצה אזורית מגידו,תנועה,חסימת מעבר,,252,86,22,28,18,18,112,21,37,28,26,54,37,17
מועצה אזורית מגידו,תנועה,רכב חונה באיסור,,79,32,7,10,5,10,33,9,5,14,5,14,7,7
מועצה אזורית מגידו,איכות חיים,Total,,161,79,8,38,21,12,67,9,22,22,14,15,8,7
מועצה אזורית מגידו,איכות חיים,גרימת רעש מבית,,62,34,$,17,8,6,21,$,7,10,$,7,5,$
מועצה אזורית מגידו,איכות חיים,גרימת רעש מבית תפילה,,$,-,-,-,-,-,-,-,-,-,-,$,-,$
מועצה אזורית מגידו,איכות חיים,גרימת רעש ממקום ציבורי,,82,37,$,17,13,$,39,5,13,9,12,6,$,$
מועצה אזורית מגידו,איכות חיים,גרימת רעש מעסק,,16,8,$,$,-,$,7,$,$,$,$,$,-,$
מועצה אזורית מגידו,סדר ציבורי,Total,,58,17,$,$,7,$,31,$,9,11,8,10,$,8
מועצה אזורית מגידו,סדר ציבורי,"אדם/חנ""ש/נרקומן משתולל",,58,17,$,$,7,$,31,$,9,11,8,10,$,8
מועצה אזורית מגידו,אלימות,Total,,21,15,$,6,5,$,5,$,-,$,$,$,-,$
מועצה אזורית מגידו,אלימות,סכסוך - שכנים,,$,-,-,-,-,-,$,-,-,$,$,$,-,$
מועצה אזורית מגידו,אלימות,סכסוך שכנים עסקי,,17,15,$,6,5,$,$,$,-,-,-,-,-,-
מועצה אזורית מגידו,סמים ואלכוהול,Total,,9,$,$,-,$,$,5,-,$,$,$,-,-,-
מועצה אזורית מגידו,סמים ואלכוהול,שכרות,,9,$,$,-,$,$,5,-,$,$,$,-,-,-
מועצה אזורית מגילות ים המלח,Total,,,62,26,$,9,10,5,28,7,5,6,10,8,$,$
מועצה אזורית מגילות ים המלח,תנועה,Total,,15,6,-,$,$,$,6,$,$,$,$,$,$,$
מועצה אזורית מגילות ים המלח,תנועה,חסימת מעבר,,9,5,-,$,$,$,$,$,-,-,$,$,$,-
מועצה אזורית מגילות ים המלח,תנועה,רכב חונה באיסור,,6,$,-,$,-,-,$,-,$,$,$,$,-,$
מועצה אזורית מגילות ים המלח,איכות חיים,Total,,26,10,$,$,6,$,14,$,$,$,8,$,$,$
מועצה אזורית מגילות ים המלח,איכות חיים,גרימת רעש מבית,,10,$,$,-,$,$,6,$,-,$,$,$,$,-
מועצה אזורית מגילות ים המלח,איכות חיים,גרימת רעש ממקום ציבורי,,13,7,-,$,5,$,5,$,$,$,$,$,-,$
מועצה אזורית מגילות ים המלח,איכות חיים,גרימת רעש מעסק,,$,-,-,-,-,-,$,-,-,-,$,-,-,-
מועצה אזורית מגילות ים המלח,סדר ציבורי,Total,,10,5,-,$,$,$,$,$,-,-,-,$,-,$
מועצה אזורית מגילות ים המלח,סדר ציבורי,"אדם/חנ""ש/נרקומן משתולל",,10,5,-,$,$,$,$,$,-,-,-,$,-,$
מועצה אזורית מגילות ים המלח,אלימות,Total,,7,$,$,$,$,-,$,$,-,$,-,$,$,-
מועצה אזורית מגילות ים המלח,אלימות,סכסוך - שכנים,,$,-,-,-,-,-,$,-,-,$,-,$,$,-
מועצה אזורית מגילות ים המלח,אלימות,סכסוך שכנים עסקי,,5,$,$,$,$,-,$,$,-,-,-,-,-,-
מועצה אזורית מגילות ים המלח,סמים ואלכוהול,Total,,$,$,-,$,-,-,$,-,$,$,-,-,-,-
מועצה אזורית מגילות ים המלח,סמים ואלכוהול,שכרות,,$,$,-,$,-,-,$,-,$,$,-,-,-,-
מועצה אזורית מטה אשר,Total,,,1217,415,76,125,123,91,581,86,154,196,145,221,134,87
מועצה אזורית מטה אשר,תנועה,Total,,432,115,24,25,33,33,234,43,72,68,51,83,55,28
מועצה אזורית מטה אשר,תנועה,הסגת גבול - חניה פרטית,,20,-,-,-,-,-,12,-,6,$,$,8,$,$
